ds,job_id,actor_id,event,language,time_spent,org
07/04/2023,745,1099,decision,Persian,29,C
07/04/2023,459,1437,skip,Arabic,37,D
07/04/2023,455,1048,transfer,Persian,8,A
07/04/2023,644,1127,decision,Chinese,14,F
07/04/2023,600,1343,transfer,French,27,E
07/04/2023,159,1899,transfer,English,16,A
07/04/2023,727,1081,transfer,Spanish,16,D
07/04/2023,217,1762,transfer,Portuguese,28,F
07/04/2023,693,1002,transfer,Arabic,49,A
07/04/2023,842,1664,skip,Italian,19,E
07/05/2023,715,1365,transfer,Russian,47,C
07/05/2023,348,1071,skip,Chinese,59,B
07/05/2023,756,1898,skip,English,58,E
07/05/2023,576,1886,skip,Persian,37,F
07/05/2023,891,1038,skip,Arabic,34,F
07/05/2023,659,1821,transfer,Chinese,33,C
07/05/2023,407,1798,transfer,Persian,54,A
07/05/2023,891,1834,skip,Chinese,16,C
07/05/2023,348,1857,transfer,Italian,11,B
07/05/2023,837,1078,decision,German,56,A
07/05/2023,802,1045,transfer,French,34,E
07/05/2023,287,1661,decision,Italian,30,D
07/06/2023,779,1399,decision,Arabic,15,C
07/06/2023,358,1054,skip,English,35,C
07/06/2023,336,1056,decision,Persian,46,C
07/06/2023,618,1908,skip,Arabic,37,A
07/06/2023,607,1526,decision,Italian,43,A
07/06/2023,717,1616,transfer,Portuguese,18,D
07/06/2023,985,1732,transfer,German,49,F
07/06/2023,873,1135,transfer,Russian,50,D
07/06/2023,615,1148,decision,Italian,50,C
07/06/2023,725,1412,skip,French,32,F
07/06/2023,772,1921,skip,Arabic,57,E
07/06/2023,919,1702,transfer,Arabic,8,C
07/06/2023,439,1433,decision,Italian,28,B
07/07/2023,616,1282,skip,Portuguese,53,A
07/07/2023,881,1907,transfer,Persian,27,A
07/07/2023,249,1591,decision,Portuguese,15,F
07/07/2023,477,1791,skip,French,53,F
07/07/2023,322,1514,decision,German,28,C
07/07/2023,414,1469,decision,Portuguese,14,F
07/07/2023,623,1771,transfer,Italian,26,C
07/08/2023,601,1682,decision,English,5,F
07/08/2023,626,1398,decision,German,57,F
07/08/2023,572,1644,transfer,Chinese,57,A
07/08/2023,437,1359,decision,Hindi,43,B
07/08/2023,937,1834,skip,Arabic,31,D
07/09/2023,428,1371,skip,Spanish,22,D
07/09/2023,539,1895,decision,Hindi,7,B
07/09/2023,177,1812,decision,Italian,32,F
07/09/2023,110,1899,skip,Chinese,28,B
07/09/2023,705,1164,transfer,Russian,50,D
07/09/2023,664,1100,decision,Arabic,21,D
07/09/2023,189,1611,decision,English,45,C
07/09/2023,428,1868,decision,Spanish,50,D
07/09/2023,759,1303,skip,Hindi,33,C
07/09/2023,209,1295,transfer,Hindi,55,A
07/09/2023,260,1515,decision,Hindi,15,F
07/09/2023,689,1732,transfer,Russian,55,A
07/10/2023,609,1665,transfer,Hindi,14,E
07/10/2023,988,1374,skip,English,58,D
07/10/2023,157,1268,skip,German,41,A
07/10/2023,725,1734,transfer,Persian,23,C
07/10/2023,868,1899,transfer,Arabic,21,A
07/10/2023,346,1217,transfer,Arabic,38,B
07/10/2023,809,1543,transfer,Russian,45,B
07/10/2023,536,1115,transfer,French,6,C
07/10/2023,290,1618,transfer,German,37,D
07/10/2023,113,1314,decision,Chinese,18,A
07/10/2023,839,1883,transfer,Italian,52,C
07/10/2023,157,1717,skip,Arabic,53,A
07/10/2023,355,1901,transfer,Italian,38,C
07/11/2023,935,1385,transfer,Russian,55,B
07/11/2023,363,1648,transfer,Hindi,7,B
07/11/2023,909,1735,skip,German,19,B
07/11/2023,149,1887,transfer,Italian,7,E
07/11/2023,432,1685,skip,Hindi,56,C
07/11/2023,260,1030,skip,Russian,7,F
07/11/2023,539,1200,skip,German,52,A
07/11/2023,679,1169,decision,Italian,47,D
07/11/2023,370,1843,skip,Chinese,47,D
07/11/2023,988,1682,transfer,Arabic,18,E
07/11/2023,241,1751,skip,English,40,A
07/12/2023,332,1062,transfer,Hindi,49,C
07/12/2023,988,1167,decision,Persian,46,F
07/12/2023,663,1658,skip,Chinese,41,E
07/12/2023,328,1563,skip,Spanish,7,C
07/12/2023,645,1780,decision,Arabic,18,A
07/12/2023,139,1687,transfer,Russian,54,C
07/12/2023,246,1798,decision,German,36,E
07/12/2023,844,1819,skip,English,37,D
07/12/2023,801,1808,decision,English,59,A
07/12/2023,429,1189,transfer,Italian,58,D
07/12/2023,498,1996,transfer,Hindi,11,D
07/12/2023,193,1608,transfer,French,45,C
07/12/2023,726,1926,decision,German,23,C
07/13/2023,23,1741,transfer,Hindi,5,A
07/13/2023,314,1543,transfer,French,6,B
07/13/2023,988,1745,skip,Portuguese,58,B
07/13/2023,102,1809,skip,Hindi,15,F
07/13/2023,234,1244,decision,Spanish,39,D
07/13/2023,772,1032,skip,Spanish,45,D
07/13/2023,407,1940,skip,Spanish,38,C
07/13/2023,843,1957,transfer,German,43,F
07/13/2023,23,1947,transfer,Chinese,21,C
07/13/2023,814,1897,decision,French,54,D
07/13/2023,496,1084,decision,German,22,A
07/13/2023,635,1868,decision,French,39,A
07/13/2023,346,1037,decision,Chinese,23,F
07/13/2023,978,1640,skip,Arabic,46,E
07/13/2023,362,1648,skip,English,11,B
07/14/2023,568,1094,skip,Arabic,25,C
07/14/2023,747,1331,skip,Russian,49,A
07/14/2023,542,1859,transfer,Spanish,51,B
07/14/2023,896,1637,skip,Russian,52,A
07/14/2023,406,1687,decision,Hindi,31,A
07/14/2023,542,1680,skip,Persian,31,F
07/14/2023,298,1512,decision,Arabic,59,F
07/15/2023,684,1154,transfer,French,19,F
07/15/2023,177,1743,skip,Arabic,12,B
07/15/2023,689,1315,transfer,Chinese,14,E
07/15/2023,567,1762,decision,German,36,F
07/15/2023,809,1198,skip,Hindi,24,C
07/15/2023,920,1081,decision,Persian,28,C
07/15/2023,249,1971,skip,Hindi,32,A
07/15/2023,626,1868,skip,Hindi,5,B
07/15/2023,805,1796,decision,Persian,38,C
07/15/2023,136,1506,skip,Italian,57,F
07/15/2023,961,1318,decision,Russian,10,E
07/15/2023,667,1361,decision,Italian,16,D
07/15/2023,618,1543,transfer,French,49,E
07/15/2023,600,1940,decision,Italian,38,D
07/16/2023,467,1861,decision,German,18,A
07/16/2023,645,1201,skip,Portuguese,29,E
07/16/2023,716,1228,transfer,Hindi,25,F
07/16/2023,350,1237,decision,Chinese,23,B
07/16/2023,756,1051,decision,French,13,A
07/16/2023,299,1435,transfer,French,45,F
07/16/2023,831,1572,decision,Arabic,13,B
07/16/2023,237,1840,decision,French,6,A
07/16/2023,166,1466,decision,English,26,C
07/16/2023,779,1644,skip,Persian,26,E
07/16/2023,178,1359,transfer,German,25,B
07/16/2023,182,1385,skip,Arabic,41,F
07/17/2023,209,1996,skip,German,49,E
07/17/2023,569,1518,skip,Chinese,26,E
07/17/2023,649,1631,decision,Italian,46,F
07/17/2023,952,1540,decision,Chinese,18,E
07/17/2023,544,1972,skip,Spanish,42,F
07/17/2023,588,1764,decision,Arabic,9,B
07/17/2023,983,1078,decision,French,25,E
07/17/2023,881,1015,skip,Persian,20,F
07/17/2023,747,1588,transfer,Persian,36,C
07/17/2023,854,1494,skip,English,5,A
07/17/2023,166,2000,decision,French,36,D
07/17/2023,415,1056,transfer,Spanish,57,D
07/18/2023,855,1408,decision,English,10,F
07/18/2023,815,1090,skip,Hindi,31,F
07/18/2023,319,1035,decision,Persian,24,F
07/18/2023,340,1764,transfer,Chinese,5,C
07/18/2023,217,1084,decision,Arabic,10,F
07/18/2023,693,1777,decision,German,30,B
07/18/2023,659,1022,transfer,Spanish,41,B
07/18/2023,332,1522,decision,Chinese,14,D
07/19/2023,434,1932,skip,English,48,B
07/19/2023,614,1501,decision,Chinese,40,F
07/19/2023,485,1995,skip,Spanish,51,E
07/19/2023,156,1180,transfer,Spanish,50,C
07/19/2023,117,1732,transfer,Chinese,55,E
07/19/2023,903,1308,skip,English,19,B
07/19/2023,326,1189,decision,Chinese,57,A
07/19/2023,781,1974,transfer,Chinese,24,D
07/19/2023,214,1040,decision,Spanish,8,C
07/20/2023,879,1344,transfer,Portuguese,32,C
07/20/2023,181,1941,decision,Russian,5,C
07/20/2023,646,1616,skip,Arabic,19,C
07/20/2023,362,1506,decision,Arabic,50,A
07/20/2023,988,1897,transfer,English,53,A
07/20/2023,286,1101,transfer,Portuguese,35,A
07/20/2023,387,1209,decision,Chinese,11,D
07/20/2023,644,1996,decision,Chinese,28,A
07/20/2023,258,1971,transfer,Chinese,32,D
07/20/2023,772,1056,decision,English,24,D
07/20/2023,470,1876,decision,Italian,29,D
07/20/2023,578,1996,transfer,Italian,12,B
07/20/2023,293,1284,transfer,Russian,41,E
07/20/2023,599,1081,transfer,Arabic,25,D
07/20/2023,579,1226,decision,Spanish,11,D
07/21/2023,249,1958,skip,Hindi,52,F
07/21/2023,538,1080,decision,English,56,A
07/21/2023,455,1876,transfer,Portuguese,25,B
07/21/2023,957,1554,transfer,Spanish,35,C
07/21/2023,115,1958,decision,German,21,E
07/21/2023,416,1462,decision,French,14,B
07/21/2023,421,1299,transfer,English,59,B
07/21/2023,842,1824,transfer,Arabic,42,D
07/21/2023,332,1501,decision,Hindi,60,D
07/21/2023,351,1995,transfer,Italian,44,E
07/21/2023,837,1898,skip,Persian,54,D
07/21/2023,280,1133,skip,English,58,B
07/21/2023,551,1841,skip,Italian,41,E
07/21/2023,791,1775,decision,Hindi,54,A
07/21/2023,427,1052,transfer,Portuguese,54,C
07/22/2023,192,1830,skip,French,48,F
07/22/2023,645,1235,transfer,Arabic,21,D
07/22/2023,567,1508,decision,Russian,20,B
07/22/2023,868,1813,transfer,Arabic,46,D
07/22/2023,882,1018,decision,English,53,D
07/22/2023,465,1798,decision,Spanish,54,B
07/22/2023,989,1644,decision,Arabic,29,B
07/22/2023,439,1205,skip,Persian,32,A
07/22/2023,308,1591,decision,English,55,C
07/22/2023,975,1664,skip,Portuguese,32,D
07/22/2023,541,1948,decision,Hindi,22,A
07/22/2023,146,1534,transfer,Portuguese,12,B
07/22/2023,359,1801,skip,Portuguese,27,A
07/22/2023,989,1018,decision,Russian,33,E
07/22/2023,427,1475,decision,Hindi,28,F
07/23/2023,669,1364,skip,Hindi,8,C
07/23/2023,903,1963,decision,Portuguese,25,B
07/23/2023,987,1359,transfer,Persian,24,B
07/23/2023,500,1165,transfer,Portuguese,21,D
07/23/2023,333,1661,transfer,Portuguese,38,E
07/23/2023,20,1048,transfer,Portuguese,34,D
07/23/2023,310,1124,transfer,Persian,34,E
07/23/2023,955,1404,skip,Russian,6,E
07/24/2023,659,1073,decision,Hindi,57,C
07/24/2023,614,1044,skip,Spanish,36,D
07/24/2023,684,1668,skip,Chinese,59,D
07/24/2023,514,1001,skip,French,31,B
07/24/2023,665,1235,skip,Persian,6,D
07/24/2023,243,1560,skip,Hindi,50,B
07/24/2023,249,1131,transfer,Persian,60,C
07/24/2023,945,1553,skip,Portuguese,23,C
07/24/2023,703,1840,transfer,Hindi,41,D
07/24/2023,590,1805,skip,Italian,9,D
07/25/2023,854,1843,transfer,English,8,E
07/25/2023,136,1295,transfer,Russian,40,C
07/25/2023,422,1813,decision,German,9,E
07/25/2023,156,1640,transfer,Hindi,45,F
07/25/2023,801,1849,decision,Chinese,23,C
07/26/2023,453,1214,decision,German,47,E
07/26/2023,937,1975,skip,Arabic,32,D
07/26/2023,403,1907,transfer,Portuguese,57,A
07/26/2023,454,1861,transfer,Russian,50,C
07/26/2023,474,1840,transfer,English,12,A
07/26/2023,870,1469,decision,Hindi,34,D
07/26/2023,684,1370,skip,Chinese,28,F
07/27/2023,112,1418,decision,English,14,C
07/27/2023,842,1057,skip,Arabic,17,C
07/27/2023,427,1002,skip,Russian,12,C
07/27/2023,888,1841,transfer,German,5,D
07/27/2023,866,1522,skip,Hindi,52,E
07/27/2023,919,1468,skip,English,32,D
07/27/2023,659,1591,skip,German,29,D
07/27/2023,189,1993,decision,Italian,51,F
07/27/2023,135,1201,decision,Spanish,11,A
07/27/2023,363,1785,skip,Portuguese,52,D
07/27/2023,542,1963,skip,Hindi,31,B
07/27/2023,434,1818,decision,Hindi,42,B
07/27/2023,709,1148,transfer,Portuguese,38,E
07/28/2023,896,1002,decision,English,23,C
07/28/2023,576,1206,decision,French,31,C
07/28/2023,121,1670,decision,Spanish,23,C
07/28/2023,359,1625,decision,Chinese,30,C
07/28/2023,454,1402,skip,English,37,F
07/29/2023,348,1682,transfer,English,38,F
07/29/2023,215,1879,transfer,German,45,F
07/29/2023,954,1876,transfer,English,5,D
07/29/2023,408,1802,skip,German,47,C
07/29/2023,725,1461,transfer,Spanish,52,F
07/29/2023,187,1893,transfer,Arabic,5,D
07/29/2023,428,1045,skip,Chinese,19,B
07/29/2023,645,1719,transfer,English,49,D
07/29/2023,972,1938,transfer,Italian,42,D
07/29/2023,432,1056,decision,Portuguese,6,E
07/29/2023,362,1134,skip,Persian,24,C
07/29/2023,299,1558,skip,French,47,E
07/29/2023,467,1205,skip,Spanish,26,C
07/30/2023,286,1895,skip,Russian,45,C
07/30/2023,515,1563,transfer,French,39,E
07/30/2023,605,1198,decision,French,59,E
07/30/2023,953,1134,skip,English,30,E
07/30/2023,791,1774,skip,English,17,C
07/30/2023,504,1292,decision,German,13,D
07/30/2023,919,1677,transfer,Hindi,31,B
07/30/2023,930,1282,skip,Russian,10,E
07/30/2023,545,1250,transfer,Portuguese,47,B
07/30/2023,467,1588,skip,German,6,A
07/31/2023,504,1399,transfer,German,20,F
07/31/2023,599,1825,transfer,English,55,E
07/31/2023,172,1818,decision,Hindi,32,F
07/31/2023,324,1110,decision,English,26,D
07/31/2023,817,1785,decision,Russian,53,D
07/31/2023,764,1140,decision,French,17,B
07/31/2023,159,1714,skip,English,52,F
08/01/2023,145,1399,transfer,Arabic,21,A
08/01/2023,214,1206,decision,Arabic,36,D
08/01/2023,879,1685,skip,Spanish,39,F
08/01/2023,532,1018,decision,Hindi,6,A
08/01/2023,181,1963,skip,Hindi,48,B
08/01/2023,601,1126,skip,English,27,E
08/02/2023,125,1666,transfer,Arabic,23,F
08/02/2023,752,1432,transfer,German,39,A
08/02/2023,665,1924,skip,German,33,B
08/02/2023,572,1281,skip,Italian,55,A
08/02/2023,839,1669,skip,Chinese,37,C
08/02/2023,145,1099,skip,Portuguese,30,E
08/02/2023,190,1381,decision,Portuguese,37,B
08/02/2023,976,1308,transfer,Portuguese,43,F
08/02/2023,661,1529,skip,Chinese,36,A
08/02/2023,882,1764,skip,Persian,24,B
08/02/2023,371,1001,decision,Arabic,18,B
08/03/2023,843,1767,skip,Russian,10,D
08/03/2023,311,1796,decision,Chinese,30,E
08/03/2023,863,1401,transfer,French,35,B
08/03/2023,977,1932,skip,Arabic,50,F
08/03/2023,412,1028,decision,French,49,F
08/03/2023,709,1341,transfer,English,54,A
08/03/2023,977,1381,transfer,German,35,B
08/03/2023,768,1056,decision,English,44,C
08/03/2023,163,1314,transfer,Arabic,8,A
08/03/2023,301,1743,decision,Arabic,28,A
08/03/2023,568,1101,transfer,Chinese,28,F
08/03/2023,579,1886,decision,Persian,11,B
08/03/2023,652,1047,skip,Persian,32,F
08/03/2023,937,1935,transfer,German,48,C
08/03/2023,146,1389,skip,Portuguese,60,F
08/04/2023,241,1114,transfer,Arabic,57,C
08/04/2023,785,1398,transfer,Italian,52,A
08/04/2023,311,1181,transfer,German,54,C
08/04/2023,778,1995,transfer,French,44,C
08/04/2023,782,1167,decision,Chinese,20,A
08/04/2023,117,1895,skip,Russian,58,D
08/04/2023,436,1873,decision,Spanish,35,A
08/04/2023,300,1056,skip,English,51,D
08/04/2023,791,1689,decision,German,40,A
08/04/2023,382,1101,transfer,German,22,F
08/05/2023,159,1048,skip,Russian,37,A
08/05/2023,576,1506,decision,Arabic,38,E
08/05/2023,843,1608,transfer,Portuguese,20,F
08/05/2023,990,1995,skip,English,54,E
08/05/2023,779,1701,decision,Persian,52,E
08/05/2023,23,1901,decision,Arabic,21,B
08/05/2023,648,1672,decision,Persian,5,B
08/05/2023,939,1553,transfer,Chinese,23,A
08/05/2023,664,1963,skip,Portuguese,54,E
08/05/2023,801,1481,skip,Persian,48,D
08/05/2023,655,1665,decision,German,7,E
08/05/2023,843,1640,transfer,English,27,F
08/06/2023,380,1001,transfer,Portuguese,27,A
08/06/2023,756,1945,transfer,Italian,54,B
08/06/2023,886,1074,transfer,French,30,E
08/06/2023,814,1943,skip,Spanish,44,B
08/06/2023,703,1126,decision,Italian,27,E
08/06/2023,189,1209,skip,German,20,E
08/06/2023,981,1608,transfer,Russian,37,E
08/06/2023,470,1949,transfer,German,37,F
08/06/2023,131,1966,decision,Italian,30,C
08/06/2023,543,1808,decision,Italian,6,A
08/06/2023,234,1135,skip,Russian,53,D
08/07/2023,833,1669,transfer,Italian,46,D
08/07/2023,156,1055,transfer,Italian,9,C
08/07/2023,135,1214,skip,Persian,52,B
08/07/2023,635,1361,decision,Russian,11,D
08/07/2023,114,1315,decision,English,32,B
08/07/2023,827,1124,decision,Hindi,31,C
08/07/2023,246,1907,transfer,Russian,54,C
08/07/2023,742,1702,decision,Spanish,10,C
08/07/2023,370,1499,skip,Arabic,38,C
08/07/2023,636,1685,skip,Portuguese,30,F
08/07/2023,606,1567,decision,Arabic,51,B
08/07/2023,628,1775,transfer,English,33,A
08/07/2023,355,1993,transfer,Chinese,31,F
08/07/2023,169,1402,decision,Persian,15,B
08/07/2023,286,1078,transfer,German,8,B
08/08/2023,960,1798,skip,Arabic,33,E
08/08/2023,777,1339,transfer,Spanish,47,F
08/08/2023,805,1197,skip,Portuguese,21,D
08/08/2023,667,1751,transfer,Chinese,48,D
08/08/2023,682,1821,decision,German,7,F
08/08/2023,555,1907,skip,Persian,33,D
08/08/2023,911,1431,decision,Russian,45,E
08/08/2023,621,1822,decision,Portuguese,47,B
08/08/2023,977,1308,decision,German,28,A
08/08/2023,139,1157,skip,Hindi,54,C
08/08/2023,287,1733,transfer,Hindi,7,A
08/09/2023,727,1945,decision,Portuguese,27,D
08/09/2023,756,1178,transfer,Persian,24,F
08/09/2023,919,1380,skip,Italian,12,F
08/09/2023,353,1684,decision,Portuguese,43,D
08/09/2023,679,1563,decision,Hindi,28,F
08/09/2023,414,1948,skip,English,58,D
08/09/2023,930,1762,skip,Portuguese,59,A
08/09/2023,215,1648,skip,French,24,D
08/09/2023,455,1732,transfer,Hindi,7,A
08/09/2023,436,1734,decision,Chinese,54,C
08/09/2023,837,1374,decision,Persian,30,A
08/09/2023,544,1030,skip,Italian,47,F
08/09/2023,181,1153,transfer,Italian,10,D
08/10/2023,599,1029,skip,Portuguese,44,C
08/10/2023,739,1385,skip,German,10,D
08/10/2023,636,1967,skip,Chinese,15,F
08/10/2023,323,1967,skip,Persian,47,F
08/10/2023,709,1245,skip,Arabic,31,E
08/10/2023,801,1887,transfer,Chinese,49,F
08/10/2023,745,1571,decision,Portuguese,17,F
08/10/2023,169,1843,skip,Hindi,55,A
08/10/2023,439,1640,skip,Italian,49,C
08/10/2023,663,1642,transfer,French,44,F
08/11/2023,953,1038,decision,Portuguese,19,A
08/11/2023,421,1116,skip,Hindi,7,C
08/11/2023,496,1837,transfer,Arabic,38,B
08/11/2023,693,1126,transfer,Italian,18,A
08/11/2023,117,1018,transfer,Hindi,19,E
08/11/2023,785,1948,decision,Portuguese,5,B
08/11/2023,326,1197,transfer,Chinese,48,C
08/11/2023,842,1937,transfer,German,6,E
08/11/2023,768,1171,decision,Spanish,47,C
08/11/2023,173,1341,transfer,French,13,A
08/11/2023,365,1208,decision,Chinese,44,F
08/11/2023,406,1993,skip,Italian,38,B
08/11/2023,470,1089,transfer,French,33,D
08/11/2023,173,1664,skip,Hindi,40,B
08/12/2023,988,1155,decision,Italian,14,D
08/12/2023,717,1359,transfer,Arabic,52,E
08/12/2023,258,1486,decision,Russian,24,C
08/12/2023,416,1908,decision,Chinese,41,C
08/12/2023,20,1669,transfer,Italian,14,D
08/12/2023,355,1208,decision,Portuguese,18,B
08/12/2023,780,1935,transfer,Hindi,20,C
08/12/2023,553,1145,transfer,German,45,E
08/12/2023,507,1361,transfer,Persian,34,A
08/12/2023,958,1785,decision,Persian,35,A
08/12/2023,652,1135,skip,Spanish,56,F
08/12/2023,626,1396,transfer,Portuguese,17,F
08/12/2023,436,1818,decision,Chinese,30,C
08/12/2023,805,1653,transfer,Persian,13,B
08/13/2023,131,1385,skip,Russian,5,B
08/13/2023,911,1005,decision,English,11,F
08/13/2023,551,1298,skip,Chinese,41,B
08/13/2023,578,1072,transfer,Arabic,34,A
08/13/2023,301,1481,skip,German,48,E
08/13/2023,474,1075,transfer,German,23,E
08/14/2023,626,1631,decision,English,33,C
08/14/2023,465,1641,transfer,Spanish,58,B
08/14/2023,261,1435,skip,Arabic,49,A
08/14/2023,188,1745,decision,Italian,50,B
08/14/2023,107,1794,skip,Persian,28,C
08/14/2023,239,1022,skip,Spanish,45,C
08/14/2023,287,1543,decision,Italian,9,D
08/14/2023,498,1506,skip,German,15,D
08/14/2023,101,1369,skip,German,23,F
08/14/2023,166,1412,decision,Persian,36,A
08/15/2023,804,1022,skip,Arabic,45,A
08/15/2023,127,1926,transfer,Persian,38,A
08/15/2023,762,1007,transfer,Arabic,55,A
08/15/2023,881,1687,skip,Spanish,17,E
08/15/2023,988,1995,skip,Chinese,24,E
08/15/2023,693,1787,decision,Hindi,33,E
08/15/2023,815,1741,decision,French,7,A
08/15/2023,567,1764,decision,Arabic,15,A
08/15/2023,660,1235,transfer,Persian,56,E
08/15/2023,286,1365,transfer,Arabic,60,B
08/15/2023,131,1403,skip,Persian,31,D
08/15/2023,827,1072,decision,Hindi,49,B
08/16/2023,772,1383,decision,Portuguese,38,A
08/16/2023,516,1772,decision,French,14,D
08/16/2023,791,1285,skip,Chinese,29,B
08/16/2023,229,1301,transfer,English,24,B
08/16/2023,286,1963,decision,Persian,36,F
08/16/2023,382,1640,transfer,Persian,31,B
08/16/2023,870,1760,transfer,English,14,D
08/16/2023,454,1898,decision,French,33,C
08/17/2023,752,1603,skip,Italian,55,F
08/17/2023,782,1087,transfer,German,37,E
08/17/2023,652,1775,transfer,Spanish,12,B
08/17/2023,628,1169,skip,Spanish,58,B
08/17/2023,764,1525,transfer,Portuguese,18,C
08/17/2023,626,1090,skip,English,46,B
08/17/2023,635,1418,decision,Italian,44,F
08/17/2023,370,1940,decision,Portuguese,57,B
08/17/2023,362,1169,decision,Russian,44,D
08/17/2023,113,1418,skip,Portuguese,28,A
08/17/2023,196,1571,decision,German,17,D
08/17/2023,223,1886,transfer,Italian,28,E
08/17/2023,799,1047,transfer,English,50,F
08/17/2023,357,1658,decision,Russian,8,E
08/18/2023,470,1044,transfer,Chinese,39,C
08/18/2023,873,1938,transfer,German,57,C
08/18/2023,362,1558,decision,Persian,51,F
08/18/2023,157,1937,transfer,English,12,C
08/18/2023,23,1006,transfer,Arabic,6,C
08/18/2023,215,1889,transfer,Spanish,45,C
08/18/2023,723,1972,decision,Italian,26,E
08/18/2023,978,1774,skip,Persian,16,B
08/19/2023,615,1824,decision,Italian,32,A
08/19/2023,477,1406,transfer,Portuguese,44,F
08/19/2023,987,1285,decision,Chinese,28,B
08/19/2023,606,1957,transfer,Chinese,8,B
08/19/2023,539,1299,skip,Chinese,16,D
08/19/2023,363,1938,decision,Italian,14,E
08/19/2023,665,1295,decision,Hindi,36,B
08/20/2023,336,1670,transfer,Persian,36,A
08/20/2023,960,1943,decision,Chinese,56,F
08/20/2023,608,1268,skip,Persian,45,B
08/20/2023,180,1275,decision,Chinese,34,B
08/20/2023,538,1178,decision,Hindi,22,D
08/20/2023,249,1967,decision,Portuguese,35,D
08/20/2023,661,1794,transfer,German,12,E
08/21/2023,755,1165,decision,Hindi,28,B
08/21/2023,747,1380,decision,English,22,D
08/21/2023,833,1228,skip,English,13,F
08/21/2023,139,1689,skip,Hindi,10,B
08/21/2023,470,1560,skip,Italian,20,A
08/21/2023,247,1794,transfer,Chinese,29,E
08/21/2023,555,1554,transfer,Italian,24,C
08/21/2023,215,1217,skip,French,31,A
08/22/2023,191,1702,skip,Hindi,52,B
08/22/2023,635,1432,skip,Spanish,51,E
08/22/2023,181,1354,skip,English,52,B
08/22/2023,525,1993,decision,Chinese,13,E
08/22/2023,191,1226,skip,Persian,44,C
08/22/2023,563,1938,transfer,German,52,D
08/22/2023,568,1883,skip,Portuguese,32,F
08/22/2023,258,1292,skip,Italian,47,D
08/22/2023,127,1426,decision,French,24,A
08/22/2023,603,1819,transfer,French,56,B
08/23/2023,131,1684,skip,Portuguese,58,D
08/23/2023,972,1764,skip,Hindi,40,D
08/23/2023,136,1506,skip,Spanish,54,D
08/23/2023,298,1468,transfer,Chinese,28,D
08/23/2023,193,1029,skip,Persian,22,E
08/24/2023,664,1466,decision,Russian,36,F
08/24/2023,867,1099,transfer,English,23,F
08/24/2023,973,1618,transfer,Italian,55,A
08/24/2023,636,1081,transfer,English,42,E
08/24/2023,125,1508,skip,Spanish,46,E
08/24/2023,650,1189,transfer,Spanish,21,B
08/25/2023,415,1948,transfer,German,53,C
08/25/2023,139,1432,decision,Russian,27,D
08/25/2023,314,1914,decision,Persian,38,C
08/25/2023,551,1714,skip,Russian,51,C
08/25/2023,477,1771,transfer,Spanish,21,B
08/25/2023,394,1525,decision,French,58,C
08/25/2023,717,1048,decision,French,26,A
08/25/2023,801,1545,skip,Spanish,7,B
08/25/2023,961,1052,skip,German,10,C
08/25/2023,436,1701,decision,Russian,13,D
08/25/2023,749,1764,skip,Italian,26,F
08/25/2023,459,1037,decision,Persian,36,F
08/25/2023,569,1134,skip,German,11,C
08/25/2023,113,1022,transfer,English,56,F
08/25/2023,412,1080,decision,Italian,30,A
08/26/2023,362,1948,skip,Arabic,35,D
08/26/2023,608,1680,transfer,Italian,42,D
08/26/2023,881,1668,decision,Chinese,22,F
08/26/2023,159,1344,transfer,Spanish,23,F
08/26/2023,279,1748,transfer,Hindi,5,A
08/26/2023,576,1400,decision,Persian,28,B
08/27/2023,588,1976,decision,Russian,5,E
08/27/2023,818,1245,skip,Chinese,52,D
08/27/2023,323,1899,transfer,Persian,33,E
08/27/2023,454,1780,decision,English,31,B
08/27/2023,836,1303,decision,Italian,16,A
08/27/2023,977,1809,transfer,Persian,7,A
08/27/2023,863,1044,skip,Spanish,6,A
08/27/2023,545,1490,decision,Portuguese,41,F
08/28/2023,454,1879,decision,Spanish,48,E
08/28/2023,348,1957,transfer,Spanish,19,B
08/28/2023,551,1223,decision,German,52,D
08/28/2023,662,1361,transfer,Russian,17,B
08/28/2023,245,1175,transfer,Spanish,47,F
08/29/2023,159,1426,skip,Persian,8,C
08/29/2023,827,1081,transfer,Russian,23,D
08/29/2023,970,1281,skip,Portuguese,41,B
08/29/2023,113,1486,decision,Arabic,19,D
08/29/2023,196,1341,skip,English,48,C
08/29/2023,353,1949,skip,Hindi,19,A
08/29/2023,166,1487,transfer,German,14,A
08/30/2023,881,1540,decision,Portuguese,50,A
08/30/2023,280,1948,skip,Persian,49,D
08/30/2023,453,1365,skip,Portuguese,51,C
08/30/2023,471,1554,skip,English,22,E
08/30/2023,125,1175,transfer,Portuguese,38,C
08/30/2023,976,1518,skip,Russian,5,D
08/30/2023,609,1281,skip,Chinese,34,B
08/30/2023,293,1836,decision,Persian,8,E
08/30/2023,664,1545,decision,English,10,E
08/31/2023,553,1771,transfer,Russian,59,F
08/31/2023,970,1764,decision,English,39,A
08/31/2023,394,1126,transfer,English,17,A
08/31/2023,223,1074,decision,Italian,40,F
08/31/2023,568,1743,decision,Hindi,50,C
08/31/2023,113,1865,transfer,French,37,C
09/01/2023,243,1644,decision,Russian,29,A
09/01/2023,188,1689,skip,Hindi,57,B
09/01/2023,603,1859,skip,French,21,D
